,height,weight,url,name,firstyear,lastyear,primary_pos
11866,6-02,195,player.php?p=mollefr01,Fred Mollenkamp,1914,1914,1B
11867,6-02,170,player.php?p=mollwfr01,Fritz Mollwitz,1913,1919,2B
11868,6-03,185,player.php?p=molonri01,Richie Moloney,1970,1970,P
11869,6-00,180,player.php?p=molynvi01,Vince Molyneaux,1917,1918,P
11870,5-11,170,player.php?p=monacbl01,Blas Monaco,1937,1946,2B
11871,6-01½,195,player.php?p=monahri01,Rinty Monahan,1953,1953,P
11872,6-00,195,player.php?p=monahsh01,Shane Monahan,1998,1999,CF
11873,6-02,205,player.php?p=monasca01,Carlos Monasterios,2010,2010,P
11874,5-11,195,player.php?p=monbobi01,Bill Monbouquette,1958,1968,P
11875,6-02,205,player.php?p=moncayo01,Yoan Moncada,2016,2018,3B
11876,5-08½,175,player.php?p=moncefr01,Freddie Moncewicz,1928,1928,SS
11877,6-00,180,player.php?p=monchal01,Alex Monchak,1940,1940,2B
11878,6-00,220,player.php?p=moncrca01,Carlos Moncrief,2017,2017,LF
11879,6-03,200,player.php?p=mondari01,Rick Monday,1966,1984,1B
11880,5-11,202,player.php?p=mondera01,Raul Mondesi,1993,2005,NL
11881,6-01,190,player.php?p=mondera02,Raul Mondesi,2015,2018,SS
11882,6-00,210,player.php?p=moneljo01,Johnny Monell,2013,2015,C
11883,6-01,190,player.php?p=moneydo01,Don Money,1968,1983,LF
11884,6-02,195,player.php?p=mongesi01,Sid Monge,1975,1984,P
11885,6-01,195,player.php?p=monrocr01,Craig Monroe,2001,2009,CF
11886,6-05,187,player.php?p=monroed01,Ed Monroe,1917,1918,P
11887,Unknown,Unknown,player.php?p=monrofr01,Frank Monroe,1884,1884,C
11888,5-10,160,player.php?p=monrojo01,John Monroe,1921,1921,SS
11889,6-04,200,player.php?p=monrola01,Larry Monroe,1976,1976,P
11890,6-00,198,player.php?p=monroza01,Zach Monroe,1958,1959,P
11891,5-10,165,player.php?p=montaed01,Ed Montague,1928,1932,3B
11892,6-02,213,player.php?p=montajo01,John Montague,1973,1980,P
11893,6-00,185,player.php?p=montara01,Rafael Montalvo,1986,1986,P
11894,6-01,200,player.php?p=montalo01,Lou Montanez,2008,2011,CF
11895,6-01,193,player.php?p=montawi01,Willie Montanez,1966,1982,LF
11896,6-02,255,player.php?p=montafr01,Frankie Montas,2015,2018,P
11897,5-11,185,player.php?p=monteau01,Aurelio Monteagudo,1963,1973,P
11898,5-07,165,player.php?p=montere01,Rene Monteagudo,1938,1945,LF
11899,6-01,180,player.php?p=montejo01,John Montefusco,1974,1986,P
11900,5-11,150,player.php?p=montema01,Manny Montejo,1961,1961,P
11901,6-02,234,player.php?p=monteri01,Rich Monteleone,1987,1996,P
11902,6-02,185,player.php?p=montefe01,Felipe Montemayor,1953,1955,LF
11903,6-03,210,player.php?p=monteag01,Agustin Montero,2006,2006,P
11904,6-03,235,player.php?p=monteje01,Jesus Montero,2011,2015,1B
11905,5-11,221,player.php?p=montemi01,Miguel Montero,2016,2018,1B
11906,6-00,185,player.php?p=montera01,Rafael Montero,2014,2017,P
11907,5-10½,185,player.php?p=montgal01,Al Montgomery,1941,1941,C
11908,6-01,203,player.php?p=montgbo01,Bob Montgomery,1970,1979,1B
11909,5-11,180,player.php?p=montgje01,Jeff Montgomery,1987,1999,P
11910,6-06,225,player.php?p=montgjo01,Jordan Montgomery,2017,2018,P
11911,6-05,215,player.php?p=montgmi01,Mike Montgomery,2015,2018,P
11912,6-03,200,player.php?p=montgmo01,Monty Montgomery,1971,1972,P
11913,6-03,195,player.php?p=montgra01,Ray Montgomery,1996,1998,CF
11914,6-04,210,player.php?p=montgst01,Steve Montgomery,1996,2000,P
11915,5-10,170,player.php?p=montoch01,Charlie Montoyo,1993,1993,2B
11916,5-05,158,player.php?p=montral01,Al Montreuil,1972,1972,2B
11917,6-02,230,player.php?p=montzlu01,Luke Montz,2008,2013,1B
11918,6-00,165,player.php?p=monzara01,Ramon Monzant,1954,1960,P
11919,5-10,182,player.php?p=monzoda01,Dan Monzon,1972,1973,LF
11920,6-01,180,player.php?p=moockjo01,Joe Moock,1967,1967,3B
11921,6-06,185,player.php?p=moodyer01,Eric Moody,1997,1997,P
11922,5-07,145,player.php?p=moolige01,George Moolic,1886,1886,RF
11923,5-11,165,player.php?p=moonle01,Leo Moon,1932,1932,P
11924,6-00,175,player.php?p=moonwa01,Wally Moon,1954,1965,1B
11925,5-11,168,player.php?p=mooneji01,Jim Mooney,1931,1934,P
11926,6-00,175,player.php?p=moonebi01,Bill Mooneyham,1986,1986,P
11927,6-03,220,player.php?p=mooread01,Adam Moore,2009,2016,C
11928,5-10,174,player.php?p=mooreal01,Al Moore,1925,1926,LF
11929,6-00,185,player.php?p=moorean02,Andrew Moore,2017,2017,P
11930,6-01,190,player.php?p=moorean01,Anse Moore,1946,1946,RF
11931,6-02,190,player.php?p=moorear01,Archie Moore,1964,1965,LF
11932,6-02,184,player.php?p=mooreba02,Balor Moore,1970,1980,P
11933,6-01,190,player.php?p=mooreba01,Barry Moore,1965,1970,P
11934,6-03,195,player.php?p=moorebi01,Bill Moore,1925,1925,P
11935,5-11,170,player.php?p=moorebi02,Bill Moore,1926,1927,C
11936,6-01,185,player.php?p=moorebi03,Bill Moore,1986,1986,RF
11937,6-04,200,player.php?p=moorebo01,Bobby Moore,1985,1985,P
11938,5-09,165,player.php?p=moorebo02,Bobby Moore,1991,1991,CF
11939,6-01,185,player.php?p=moorebr01,Brad Moore,1988,1990,P
11940,6-01½,180,player.php?p=mooreca01,Carlos Moore,1930,1930,P
11941,5-10,160,player.php?p=moorech01,Charley Moore,1912,1912,2B
11942,5-11,180,player.php?p=moorech02,Charlie Moore,1973,1987,3B
11943,6-01,178,player.php?p=moorecy01,Cy Moore,1929,1934,P
11944,5-11,190,player.php?p=moorede01,Dee Moore,1936,1946,P
11945,6-00,185,player.php?p=mooredo01,Donnie Moore,1975,1988,P
11946,6-00,195,player.php?p=mooreea01,Earl Moore,1901,1914,P
11947,5-07,165,player.php?p=mooreed01,Eddie Moore,1923,1934,CF
11948,6-02,185,player.php?p=mooreeu01,Euel Moore,1934,1936,P
11949,6-00,212,player.php?p=moorefe01,Ferdie Moore,1914,1914,1B
11950,6-04,200,player.php?p=moorege01,Frank Moore,1905,1905,P
11951,5-10,175,player.php?p=moorega01,Gary Moore,1970,1970,1B
11952,6-02,185,player.php?p=moorege02,Gene Moore,1909,1912,P
11953,5-11,175,player.php?p=moorege03,Gene Moore,1931,1945,1B
11954,Unknown,Unknown,player.php?p=mooreha01,Harry Moore,1884,1884,SS
11955,6-00,180,player.php?p=mooreja01,Jackie Moore,1965,1965,C
11956,6-01,190,player.php?p=mooreje02,Jeremy Moore,2011,2011,LF
11957,5-11,170,player.php?p=mooreje01,Jerrie Moore,1884,1885,OF
11958,6-00,165,player.php?p=mooreji01,Jim Moore,1928,1932,P
11959,6-00½,187,player.php?p=mooreji02,Jimmy Moore,1930,1931,CF
11960,5-11,155,player.php?p=moorejo02,Jo-Jo Moore,1930,1941,RF
11961,5-10½,175,player.php?p=moorejo01,Johnny Moore,1928,1945,CF
11962,5-11,185,player.php?p=mooreju01,Junior Moore,1976,1980,1B
11963,6-01,195,player.php?p=mooreke01,Kelvin Moore,1981,1983,1B
11964,6-01,190,player.php?p=mooreke02,Kerwin Moore,1996,1996,CF
11965,6-05,195,player.php?p=moorema01,Marcus Moore,1993,1996,P
11966,6-03,210,player.php?p=moorema02,Matt Moore,2011,2018,P
11967,6-04,205,player.php?p=mooremi01,Mike Moore,1982,1995,P
11968,6-00,185,player.php?p=moorera01,Randy Moore,1927,1937,2B
11969,6-01,205,player.php?p=moorera02,Ray Moore,1952,1963,P
11970,6-00,185,player.php?p=moorero01,Roy Moore,1920,1923,RF
11971,6-02,195,player.php?p=mooresc02,Scott Moore,2006,2012,LF
11972,5-08,153,player.php?p=mooresc01,Scrappy Moore,1917,1917,3B
11973,Unknown,Unknown,player.php?p=mortosp01,Sparrow Moore,1884,1884,P
11974,5-11,195,player.php?p=moorete01,Terry Moore,1939,1948,P
11975,5-11,175,player.php?p=mooreto01,Tommy Moore,1972,1977,P
11976,6-00,190,player.php?p=mooretr01,Trey Moore,1998,2001,P
11977,6-02,220,player.php?p=moorety01,Tyler Moore,2015,2017,P
11978,6-01,195,player.php?p=moorewh01,Whitey Moore,1936,1942,P
11979,6-00,195,player.php?p=moorewi01,Wilcy Moore,1927,1933,P
11980,6-01,208,player.php?p=moorhbo01,Bob Moorhead,1962,1965,P
11981,6-00,200,player.php?p=moosebo01,Bob Moose,1967,1976,P
11982,5-10½,170,player.php?p=mootyja01,Jake Mooty,1936,1944,P
11983,6-00,180,player.php?p=moraan01,Andres Mora,1976,1980,3B
11984,5-11,180,player.php?p=morame01,Melvin Mora,1999,2011,1B
11985,6-01,185,player.php?p=moragda01,David Moraga,2000,2000,P
11986,6-01,210,player.php?p=moralfr01,Franklin Morales,2007,2016,P
11987,5-10,175,player.php?p=moralje01,Jerry Morales,1969,1983,3B
11988,6-00,195,player.php?p=moraljo01,Jose Morales,1973,1984,LF
11989,5-11,190,player.php?p=moraljo02,Jose Morales,2007,2011,1B
11990,6-01,225,player.php?p=moralke01,Kendrys Morales,2018,2018,3B
11991,5-11,170,player.php?p=moralri01,Rich Morales,1967,1974,RF
11992,5-11,185,player.php?p=moralwi01,Willie Morales,2000,2000,C
11993,6-01½,190,player.php?p=moranal01,Al Moran,1963,1964,3B
11994,5-10½,175,player.php?p=moranbi01,Bill Moran,1892,1895,OF
11995,6-04,210,player.php?p=moranbi03,Bill Moran,1974,1974,P
11996,5-11,185,player.php?p=moranbi02,Billy Moran,1958,1965,1B
11997,Unknown,Unknown,player.php?p=moranch01,Charles Moran,1903,1905,RF
11998,5-08,180,player.php?p=moranch02,Charlie Moran,1903,1908,SS
11999,6-04,205,player.php?p=moranco01,Colin Moran,2016,2018,SS
12000,6-01,165,player.php?p=moranha01,Harry Moran,1912,1915,P
12001,5-05,150,player.php?p=moranhe01,Herbie Moran,1908,1915,CF
12002,6-04½,185,player.php?p=moranhi01,Hiker Moran,1938,1939,P
12003,5-10,180,player.php?p=moranpa01,Pat Moran,1901,1914,2B
12004,5-08,155,player.php?p=moranro01,Roy Moran,1912,1912,LF
12005,Unknown,160,player.php?p=moransa01,Sam Moran,1895,1895,P
12006,5-11,171,player.php?p=moranmi01,Mickey Morandini,1990,2000,SS
12007,6-01,170,player.php?p=morbajo01,Jose Morban,2003,2003,3B
12008,5-11,175,player.php?p=mordemi01,Mike Mordecai,1994,2005,CF
12009,6-00,180,player.php?p=morefo01,Forrest More,1909,1909,P
12010,5-09,157,player.php?p=morehra01,Ray Morehart,1924,1927,SS
12011,6-01,185,player.php?p=morehda01,Dave Morehead,1963,1970,P
12012,6-00½,195,player.php?p=morehse01,Seth Morehead,1957,1961,P
12013,6-01,175,player.php?p=morejda01,Danny Morejon,1958,1958,LF
12014,6-02,230,player.php?p=morelbr01,Brent Morel,2010,2015,1B
12015,6-02,175,player.php?p=morelra01,Ramon Morel,1995,1997,P
12016,6-00,200,player.php?p=morelke01,Keith Moreland,1978,1989,LF
12017,6-02,230,player.php?p=morelmi01,Mitch Moreland,2014,2018,LF
12018,Unknown,Unknown,player.php?p=morelha01,Harry Morelock,1891,1892,3B
12019,5-11,150,player.php?p=morenle01,Lew Moren,1903,1910,P
12020,5-09,165,player.php?p=morenan01,Angel Moreno,1981,1982,P
12021,6-01,180,player.php?p=morendi01,Diego Moreno,2015,2017,P
12022,6-01,220,player.php?p=morened01,Edwin Moreno,2009,2009,P
12023,6-00,175,player.php?p=morenjo01,Jose Moreno,1980,1982,LF
12024,6-01,205,player.php?p=morenju02,Juan Moreno,2001,2002,P
12025,5-08,165,player.php?p=morenju01,Julio Moreno,1950,1953,P
12026,6-02,180,player.php?p=morenom01,Omar Moreno,1975,1986,LF
12027,6-03,200,player.php?p=morenor01,Orber Moreno,1999,2004,P
12028,6-04,175,player.php?p=moretro01,Roger Moret,1970,1978,P
12029,6-00,185,player.php?p=moreyda01,Dave Morey,1913,1913,P
12030,6-01,200,player.php?p=morgaad01,Adam Morgan,2015,2018,P
12031,Unknown,Unknown,player.php?p=morgabi02,Bill Morgan,1882,1884,2B
12032,5-07,144,player.php?p=morgabi01,Bill Morgan,1884,1884,2B
12033,5-09,175,player.php?p=morgabo01,Bobby Morgan,1950,1958,1B
12034,5-09,160,player.php?p=morgach01,Chet Morgan,1935,1938,LF
12035,6-00,175,player.php?p=morgacy01,Cy Morgan,1903,1913,P
12036,6-00,170,player.php?p=morgacy02,Cy Morgan,1921,1922,P
12037,Unknown,Unknown,player.php?p=morgada01,Dan Morgan,1878,1878,2B
12038,6-00½,180,player.php?p=morgaed01,Ed Morgan,1928,1934,LF
12039,5-10,160,player.php?p=morgaed02,Eddie Morgan,1936,1937,CF
12040,5-10,170,player.php?p=morgajo01,Joe Morgan,1959,1964,RF
12041,5-07,160,player.php?p=morgajo02,Joe Morgan,1963,1984,CF
12042,6-01,170,player.php?p=morgake01,Kevin Morgan,1997,1997,3B
12043,6-02,215,player.php?p=morgami01,Mike Morgan,1978,2002,P
12044,5-10,180,player.php?p=morgany01,Nyjer Morgan,2007,2014,RF
12045,5-09,155,player.php?p=morgara01,Ray Morgan,1911,1918,1B
12046,5-10½,180,player.php?p=morgare01,Red Morgan,1906,1906,3B
12047,6-02,195,player.php?p=morgato01,Tom Morgan,1951,1963,P
12048,6-01,190,player.php?p=morgave01,Vern Morgan,1954,1955,3B
12049,6-01,185,player.php?p=morhamo01,Moe Morhardt,1961,1962,1B
12050,6-02,180,player.php?p=moriabi01,Bill Moriarty,1909,1909,SS
12051,5-10½,180,player.php?p=moriaed01,Ed Moriarty,1935,1936,2B
12052,5-08,130,player.php?p=moriage01,Gene Moriarty,1884,1892,SS
12053,6-00,185,player.php?p=moriage02,George Moriarty,1903,1916,SS
12054,6-00,188,player.php?p=moriami01,Mike Moriarty,2002,2002,3B
12055,6-03,190,player.php?p=morilju01,Juan Morillo,2006,2009,P
12056,6-00,200,player.php?p=morimsh01,Shawn Morimando,2016,2016,P
12057,6-04,220,player.php?p=morinmi01,Mike Morin,2014,2018,P
12058,6-00,178,player.php?p=morlajo01,John Morlan,1973,1974,P
12059,5-11,170,player.php?p=morlebi01,Bill Morley,1913,1913,2B
12060,6-03,210,player.php?p=mormaal01,Alvin Morman,1996,1999,P
12061,6-04,220,player.php?p=mormaru01,Russ Morman,1986,1997,RF
12062,6-04,220,player.php?p=morneju01,Justin Morneau,2003,2016,1B
12063,5-10,185,player.php?p=morofma01,Max Moroff,2016,2018,3B
12064,6-01,200,player.php?p=morogda01,Dan Morogiello,1983,1983,P
12065,6-01,175,player.php?p=moronji01,Jim Moroney,1906,1912,P
12066,6-02,190,player.php?p=moronje01,Jeff Moronko,1984,1987,RF
12067,6-00,241,player.php?p=moronre01,Reyes Moronta,2017,2018,P
12068,6-00,172,player.php?p=morrebi01,Bill Morrell,1926,1931,P
12069,5-10½,155,player.php?p=morrijo01,John Morrill,1880,1890,LF
12070,6-02,195,player.php?p=morriaj01,A.J. Morris,2016,2016,P
12071,6-01,205,player.php?p=morriak01,Akeel Morris,2015,2018,P
12072,6-03,220,player.php?p=morribr01,Bryan Morris,2012,2017,P
12073,5-09½,163,player.php?p=morribu01,Bugs Morris,1918,1921,P
12074,6-01,200,player.php?p=morrida01,Danny Morris,1968,1969,P
12075,6-04,195,player.php?p=morrido01,Doyt Morris,1937,1937,CF
12076,5-07,165,player.php?p=morried01,Ed Morris,1884,1890,CF
12077,6-02,185,player.php?p=morried02,Ed Morris,1922,1931,P
12078,6-04,215,player.php?p=morriha02,Hal Morris,1988,2000,RF
12079,6-03,200,player.php?p=morrija02,Jack Morris,1977,1994,P
12080,5-09,165,player.php?p=morrie01,Jim Morris,1884,1884,CF
12081,6-03,215,player.php?p=morrija03,Jim Morris,1999,2000,P
12082,6-01,198,player.php?p=morrijo06,John Morris,1966,1974,P
12083,6-01,185,player.php?p=morrijo07,John Morris,1986,1992,LF
12084,6-05,210,player.php?p=morrima01,Matt Morris,1997,2008,P
12085,5-08,175,player.php?p=morrip01,Pete Morris,1884,1884,SS
12086,5-11,Unknown,player.php?p=morriwa01,Walter Morris,1908,1908,SS
12087,5-11,179,player.php?p=morriwa02,Warren Morris,1999,2003,3B
12088,6-00,176,player.php?p=morribi01,Bill Morrisette,1915,1920,P
12089,5-11,185,player.php?p=morrigu01,Guy Morrison,1927,1928,P
12090,5-10,180,player.php?p=morriha01,Hank Morrison,1887,1887,RF
12091,5-11,182,player.php?p=morriji01,Jim Morrison,1988,1988,RF
12092,5-11,188,player.php?p=morrijo04,Johnny Morrison,1920,1930,P
12093,5-09½,167,player.php?p=morrijo03,Jon Morrison,1884,1887,CF
12094,6-03,245,player.php?p=morrilo01,Logan Morrison,2010,2018,RF
12095,5-08½,156,player.php?p=morrimi01,Mike Morrison,1887,1890,2B
12096,6-02,190,player.php?p=morriph01,Phil Morrison,1921,1921,P
12097,5-03,145,player.php?p=morrito02,Tom Morrison,1895,1896,RF
12098,5-04,140,player.php?p=morrifr01,Frank Morrissey,1901,1902,3B
12099,5-10,160,player.php?p=morrija01,Jack Morrissey,1902,1903,LF
12100,6-01½,178,player.php?p=morrijo05,Jo-Jo Morrissey,1932,1936,LF
12101,Unknown,Unknown,player.php?p=morrijo02,John Morrissey,1881,1881,3B
12102,5-11,180,player.php?p=morrito01,Tom Morrissey,1882,1884,3B
12103,6-03,205,player.php?p=morrobr01,Brandon Morrow,2007,2018,P
12104,5-09,150,player.php?p=morsebu01,Bud Morse,1929,1929,2B
12105,5-08,160,player.php?p=morseha01,Hap Morse,1911,1911,LF
12106,6-05,245,player.php?p=morsemi01,Mike Morse,2005,2017,3B
12107,6-04,185,player.php?p=mortecl01,Clay Mortensen,2009,2013,P
12108,5-10½,180,player.php?p=mortobu01,Bubba Morton,1961,1969,3B
12109,6-00,200,player.php?p=mortoca01,Carl Morton,1969,1976,P
12110,Unknown,150,player.php?p=mortoch01,Charlie Morton,1884,1885,P
12111,6-04,235,player.php?p=mortoch02,Charlie Morton,2008,2018,P
12112,6-05,230,player.php?p=mortoco01,Colt Morton,2007,2008,C
12113,6-01,175,player.php?p=mortogu01,Guy Morton,1914,1924,P
12114,6-02,200,player.php?p=mortogu02,Guy Morton,1954,1954,P
12115,6-02,185,player.php?p=mortoke01,Kevin Morton,1991,1991,P
12116,6-02,205,player.php?p=morynwa01,Walt Moryn,1954,1961,CF
12117,6-02,175,player.php?p=moschro01,Ross Moschitto,1965,1967,LF
12118,6-01,200,player.php?p=moscogu01,Guillermo Moscoso,2009,2013,P
12119,6-04,210,player.php?p=moscojo01,Jon Moscot,2015,2016,P
12120,6-04,195,player.php?p=mosebro01,Robert Mosebach,2009,2009,P
12121,6-03,200,player.php?p=mosebll01,Lloyd Moseby,1980,1991,LF
12122,6-04,190,player.php?p=moseldu01,Dustin Moseley,2006,2012,P
12123,5-09½,168,player.php?p=moselea01,Earl Moseley,1913,1916,P
12124,5-11,165,player.php?p=moserar01,Arnie Moser,1937,1937,P
12125,5-09,170,player.php?p=moserwa01,Walter Moser,1906,1911,P
12126,6-03,210,player.php?p=mosesje01,Jerry Moses,1965,1975,RF
12127,5-10,170,player.php?p=mosesjo01,John Moses,1989,1992,P
12128,5-10,160,player.php?p=moseswa01,Wally Moses,1935,1951,LF
12129,6-02,210,player.php?p=moskapa01,Paul Moskau,1977,1983,P
12130,6-00,170,player.php?p=moskido01,Doc Moskiman,1910,1910,RF
12131,6-01,210,player.php?p=moskoda01,Daniel Moskos,2011,2011,P
12132,5-10,186,player.php?p=mosolji01,Jim Mosolf,1930,1933,P
12133,6-00,165,player.php?p=mosquju01,Julio Mosquera,1996,2005,C
12134,6-01,210,player.php?p=mossbr01,Brandon Moss,2007,2017,3B
12135,5-10,160,player.php?p=mossch01,Charlie Moss,1934,1936,C
12136,6-00,187,player.php?p=mossda01,Damian Moss,2001,2004,P
12137,5-11½,185,player.php?p=mossho01,Howie Moss,1942,1946,CF
12138,5-11,205,player.php?p=mossle01,Les Moss,1946,1958,C
12139,6-00,175,player.php?p=mossma01,Mal Moss,1930,1930,P
12140,6-01,185,player.php?p=mossra01,Ray Moss,1926,1931,P
12141,6-01,195,player.php?p=mossido01,Don Mossi,1954,1965,P
12142,6-01,175,player.php?p=mossoea01,Earl Mossor,1951,1951,P
12143,5-08½,168,player.php?p=mostijo01,Johnny Mostil,1918,1929,SS
12144,5-10,180,player.php?p=motaan01,Andy Mota,1991,1991,2B
12145,6-00,180,player.php?p=motada01,Danny Mota,2000,2000,P
12146,6-04,240,player.php?p=motagu01,Guillermo Mota,1999,2012,P
12147,5-09,155,player.php?p=motajo01,Jose Mota,1991,1995,SS
12148,5-11,168,player.php?p=motama01,Manny Mota,1962,1982,C
12149,5-09,196,player.php?p=motleda01,Darryl Motley,1981,1987,CF
12150,5-08,155,player.php?p=mottbi01,Bitsy Mott,1945,1945,3B
12151,6-00,205,player.php?p=motteja01,Jason Motte,2008,2017,P
12152,6-01,195,player.php?p=motteta01,Taylor Motter,2016,2018,P
12153,6-03,220,player.php?p=mottoch01,Chad Mottola,1996,2006,CF
12154,5-07½,175,player.php?p=mottocu01,Curt Motton,1967,1974,RF
12155,6-00,160,player.php?p=motzfr01,Frank Motz,1890,1894,1B
12156,6-00,180,player.php?p=mouldgl01,Glen Moulder,1946,1948,P
12157,5-06,155,player.php?p=moultal01,Allie Moulton,1911,1911,2B
12158,6-02,170,player.php?p=mouncto01,Tony Mounce,2003,2003,P
12159,5-11,185,player.php?p=mountfr01,Frank Mountain,1880,1886,SS
12160,5-06,150,player.php?p=mountbi01,Bill Mountjoy,1883,1885,CF
12161,6-00,225,player.php?p=moustmi01,Mike Moustakas,2011,2018,1B
12162,5-09,175,player.php?p=moutoja01,James Mouton,1994,2001,RF
12163,6-04,240,player.php?p=moutoly01,Lyle Mouton,1995,2001,CF
12164,5-07½,160,player.php?p=mowera01,Ray Mowe,1913,1913,SS
12165,5-10,180,player.php?p=mowremi01,Mike Mowrey,1905,1917,LF
12166,6-00,198,player.php?p=mowryjo01,Joe Mowry,1933,1935,2B
12167,6-00,175,player.php?p=moyaga01,Gabriel Moya,2017,2018,P
12168,6-07,260,player.php?p=moyast01,Steven Moya,2014,2016,LF
12169,Unknown,Unknown,player.php?p=moyered01,Ed Moyer,1910,1910,P
12170,6-00,185,player.php?p=moyerja01,Jamie Moyer,1986,2012,P
12171,6-03,220,player.php?p=moylape01,Peter Moylan,2006,2018,P
12172,5-09,165,player.php?p=moynami01,Mike Moynahan,1880,1884,CF
12173,5-11,160,player.php?p=mroziro01,Ron Mrozinski,1954,1955,P
12174,6-01,190,player.php?p=mudroph01,Phil Mudrock,1963,1963,P
12175,6-01½,180,player.php?p=muellbi01,Bill Mueller,1942,1945,RF
12176,5-11,175,player.php?p=muellbi02,Bill Mueller,1996,2006,SS
12177,6-00,185,player.php?p=muelldo01,Don Mueller,1948,1959,CF
12178,6-04,200,player.php?p=muellgo01,Gordie Mueller,1950,1950,P
12179,5-08,158,player.php?p=muellhe01,Heinie Mueller,1920,1935,1B
12180,5-06,167,player.php?p=muellhe02,Heinie Mueller,1938,1941,SS
12181,6-03,190,player.php?p=muellle01,Les Mueller,1941,1945,P
12182,5-09,175,player.php?p=muellra01,Ray Mueller,1935,1951,C
12183,5-08,160,player.php?p=muellwa01,Walter Mueller,1922,1926,CF
12184,6-04,220,player.php?p=muellwi01,Willie Mueller,1978,1981,P
12185,6-01,198,player.php?p=muffebi01,Billy Muffett,1957,1962,P
12186,6-02,175,player.php?p=muichjo01,Joe Muich,1924,1924,P
12187,6-01,172,player.php?p=muirjo01,Joe Muir,1951,1952,P
12188,6-03,220,player.php?p=mujiced01,Edward Mujica,2006,2017,P
12189,6-02,190,player.php?p=mulcahu01,Hugh Mulcahy,1935,1947,RF
12190,6-06,200,player.php?p=muldema01,Mark Mulder,2000,2008,P
12191,5-08,165,player.php?p=muldomi01,Mike Muldoon,1882,1886,RF
12192,6-03,225,player.php?p=mulhote01,Terry Mulholland,1986,2006,P
12193,5-10½,165,player.php?p=mullato01,Tony Mullane,1881,1894,LF
12194,5-09,167,player.php?p=mullegr01,Greg Mulleavy,1930,1933,2B
12195,6-04,195,player.php?p=mulleco01,Conor Mullee,2016,2016,P
12196,5-08,160,player.php?p=mullebi01,Billy Mullen,1920,1928,2B
12197,5-10½,155,player.php?p=mullech01,Charlie Mullen,1910,1916,CF
12198,5-09,165,player.php?p=mullemo01,Moon Mullen,1944,1944,3B
12199,6-02,190,player.php?p=mullesc01,Scott Mullen,2000,2003,P
12200,5-10,170,player.php?p=mullefr01,Freddie Muller,1933,1934,3B
12201,6-00,167,player.php?p=mullidi01,Dick Mulligan,1941,1947,P
12202,5-09,152,player.php?p=mullied01,Eddie Mulligan,1915,1928,2B
12203,6-04,210,player.php?p=mullijo02,Joe Mulligan,1934,1934,P
12204,Unknown,Unknown,player.php?p=mullijo01,John Mulligan,1884,1884,3B
12205,6-02,205,player.php?p=mullise01,Sean Mulligan,1996,1996,3B
12206,5-11,188,player.php?p=mullige01,George Mullin,1902,1915,2B
12207,5-09,160,player.php?p=mullihe01,Henry Mullin,1884,1884,3B
12208,5-10,173,player.php?p=mulliji01,Jim Mullin,1904,1905,LF
12209,Unknown,Unknown,player.php?p=mullejo01,John Mullin,1876,1876,C
12210,6-02,190,player.php?p=mullipa01,Pat Mullin,1940,1953,CF
12211,6-00,170,player.php?p=mullira01,Rance Mulliniks,1977,1992,1B
12212,6-00,180,player.php?p=mullifr01,Fran Mullins,1980,1986,1B
12213,5-10,160,player.php?p=mulligr01,Greg Mullins,1998,1998,P
12214,5-11,170,player.php?p=mulredo01,Dominic Mulrenan,1921,1921,P
12215,6-00,170,player.php?p=mulrofr01,Frank Mulroney,1930,1930,P
12216,5-11½,178,player.php?p=mulvejo01,Joe Mulvey,1883,1895,OF
12217,6-02,195,player.php?p=mulveke01,Kevin Mulvey,2009,2010,P
12218,6-02,185,player.php?p=mumphje01,Jerry Mumphrey,1974,1988,RF
12219,5-08½,160,player.php?p=muncejo01,John Munce,1884,1884,OF
12220,6-02½,170,player.php?p=munchja01,Jake Munch,1918,1918,CF
12221,6-02,190,player.php?p=muncrbo01,Bob Muncrief,1937,1951,P
12222,6-00,210,player.php?p=muncyma01,Max Muncy,2015,2018,LF
12223,6-02,200,player.php?p=mundige01,George Mundinger,1884,1884,C
12224,5-10,154,player.php?p=mundybi01,Bill Mundy,1913,1913,1B
12225,6-02,200,player.php?p=mungere01,Red Munger,1943,1956,P
12226,6-02,185,player.php?p=mungova01,Van Mungo,1931,1945,LF
12227,6-01,190,player.php?p=munizca01,Carlos Muniz,2007,2008,P
12228,5-11,190,player.php?p=munizma01,Manny Muniz,1971,1971,P
12229,6-00,175,player.php?p=munnisc01,Scott Munninghoff,1980,1980,P
12230,6-05,212,player.php?p=munnsle01,Les Munns,1934,1936,P
12231,6-01,195,player.php?p=munoda01,Danny Muno,2015,2015,2B
12232,5-09,170,player.php?p=munozar01,Arnie Munoz,2004,2007,P
12233,6-07,252,player.php?p=munozbo01,Bobby Munoz,1993,2001,P
12234,5-11,165,player.php?p=munozjo01,Jose Munoz,1996,1996,LF
12235,6-02,200,player.php?p=munozmi01,Mike Munoz,1989,2000,P
12236,6-02,180,player.php?p=munozno01,Noe Munoz,1995,1995,C
12237,6-03,222,player.php?p=munozos01,Oscar Munoz,1995,1995,P
12238,5-10,207,player.php?p=munozpe01,Pedro Munoz,1990,1996,1B
12239,6-01,201,player.php?p=munozya01,Yairo Munoz,2018,2018,2B
12240,6-03,210,player.php?p=munrope01,Pete Munro,1999,2004,P
