,height,weight,url,name,firstyear,lastyear,primary_pos
14674,6-00,162,player.php?p=rodgebi02,Bill Rodgers,1944,1945,RF
14675,6-02,210,player.php?p=rodgebr01,Brady Rodgers,2016,2016,P
14676,6-02,195,player.php?p=rodgebu01,Buck Rodgers,1961,1969,LF
14677,6-02,215,player.php?p=rodiner01,Eric Rodin,1954,1954,RF
14678,5-11,230,player.php?p=rodnefe01,Fernando Rodney,2002,2018,P
14679,6-03,235,player.php?p=rodonca01,Carlos Rodon,2015,2018,P
14680,6-03,230,player.php?p=rodrial01,Alex Rodriguez,1994,2016,1B
14681,6-04,200,player.php?p=rodrian01,Aneury Rodriguez,2011,2012,P
14682,5-10,180,player.php?p=rodriau01,Aurelio Rodriguez,1967,1983,1B
14683,5-09,160,player.php?p=rodrica01,Carlos Rodriguez,1991,1995,3B
14684,6-01,215,player.php?p=rodride01,Dereck Rodriguez,2018,2018,P
14685,6-01,195,player.php?p=rodried03,Eddy Rodriguez,2004,2006,P
14686,6-00,205,player.php?p=rodried04,Eddy Rodriguez,2012,2012,C
14687,6-00,185,player.php?p=rodried01,Eduardo Rodriguez,1973,1979,P
14688,6-02,220,player.php?p=rodried05,Eduardo Rodriguez,2015,2018,P
14689,5-11,175,player.php?p=rodried02,Edwin Rodriguez,1982,1985,3B
14690,5-11,185,player.php?p=rodriel01,Ellie Rodriguez,1968,1976,C
14691,6-01,170,player.php?p=rodrife01,Felix Rodriguez,1995,2006,P
14692,6-03,235,player.php?p=rodrife02,Fernando Rodriguez,2009,2016,P
14693,6-00,195,player.php?p=rodrifr03,Francisco Rodriguez,2002,2017,P
14694,6-01,220,player.php?p=rodrifr04,Francisco Rodriguez,2010,2011,P
14695,6-00,190,player.php?p=rodrifr02,Frankie Rodriguez,1995,2001,P
14696,6-00,180,player.php?p=rodrifr01,Freddy Rodriguez,1958,1959,P
14697,6-01,190,player.php?p=rodrigu02,Guilder Rodriguez,2014,2014,2B
14698,5-11,195,player.php?p=rodrigu01,Guillermo Rodriguez,2007,2009,C
14699,5-08,165,player.php?p=rodrihe01,Hector Rodriguez,1952,1952,3B
14700,6-01,200,player.php?p=rodrihe02,Henry Rodriguez,1992,2002,RF
14701,6-01,225,player.php?p=rodrihe03,Henry Rodriguez,2009,2014,P
14702,5-08,200,player.php?p=rodrihe04,Henry Rodriguez,2012,2013,2B
14703,5-09,205,player.php?p=rodriiv01,Ivan Rodriguez,1991,2011,2B
14704,6-06,232,player.php?p=rodrije01,Jefry Rodriguez,2018,2018,P
14705,6-01,200,player.php?p=rodrijo02,Joely Rodriguez,2016,2017,P
14706,6-00,205,player.php?p=rodrijo03,John Rodriguez,2005,2006,RF
14707,5-08,150,player.php?p=rodrijo01,Jose Rodriguez,1916,1918,3B
14708,6-01,215,player.php?p=rodrijo04,Jose Rodriguez,2000,2002,P
14709,6-00,185,player.php?p=rodrijo05,Josh Rodriguez,2011,2011,2B
14710,5-09,195,player.php?p=rodrili01,Liu Rodriguez,1999,1999,3B
14711,5-09,190,player.php?p=rodrilu01,Luis Rodriguez,2005,2011,1B
14712,6-01,220,player.php?p=rodrine01,Nerio Rodriguez,1996,2002,P
14713,6-03,220,player.php?p=rodripa01,Paco Rodriguez,2012,2015,P
14714,6-01,175,player.php?p=rodrira01,Rafael Rodriguez,2009,2010,P
14715,6-03,165,player.php?p=rodriri03,Ricardo Rodriguez,2002,2005,P
14716,6-02,220,player.php?p=rodriri04,Ricardo Rodriguez,2017,2018,P
14717,6-00,200,player.php?p=rodriri02,Rich Rodriguez,1990,2003,P
14718,6-04,205,player.php?p=rodriri05,Richard Rodriguez,2017,2018,P
14719,6-03,190,player.php?p=rodriri01,Rick Rodriguez,1986,1990,P
14720,6-03,185,player.php?p=rodriro01,Roberto Rodriguez,1967,1970,P
14721,6-00,170,player.php?p=rodriro03,Ronny Rodriguez,2018,2018,RF
14722,6-00,185,player.php?p=rodriro02,Rosario Rodriguez,1989,1991,P
14723,6-03,190,player.php?p=rodriru01,Ruben Rodriguez,1986,1988,C
14724,6-00,200,player.php?p=rodrise01,Sean Rodriguez,2008,2018,CF
14725,5-08,170,player.php?p=rodrist01,Steve Rodriguez,1995,1995,SS
14726,5-11,165,player.php?p=rodrito01,Tony Rodriguez,1996,1996,3B
14727,5-11,173,player.php?p=rodrivi01,Vic Rodriguez,1984,1989,3B
14728,5-10,195,player.php?p=rodriwa01,Wandy Rodriguez,2005,2015,P
14729,6-03,180,player.php?p=rodriwi01,Wilfredo Rodriguez,2001,2001,P
14730,6-01,180,player.php?p=rodriwi02,Wilking Rodriguez,2014,2014,P
14731,6-03,195,player.php?p=rodriyo01,Yorman Rodriguez,2014,2014,CF
14732,6-05,190,player.php?p=roech01,Chaz Roe,2013,2018,P
14733,6-01,180,player.php?p=roecl01,Clay Roe,1923,1923,P
14734,6-02,170,player.php?p=roepr01,Preacher Roe,1938,1954,P
14735,6-02,185,player.php?p=roebued01,Ed Roebuck,1955,1966,P
14736,6-03,205,player.php?p=roeniga01,Gary Roenicke,1976,1988,3B
14737,6-03,200,player.php?p=roenijo01,Josh Roenicke,2008,2013,P
14738,6-00,180,player.php?p=roeniro01,Ron Roenicke,1981,1988,1B
14739,6-05,195,player.php?p=roeslmi01,Mike Roesler,1989,1990,P
14740,6-00,170,player.php?p=roettos01,Oscar Roettger,1923,1932,RF
14741,6-01½,190,player.php?p=roettwa01,Wally Roettger,1927,1934,CF
14742,5-10,160,player.php?p=roetzed01,Ed Roetz,1929,1929,3B
14743,6-02,187,player.php?p=rogaljo01,Joe Rogalski,1938,1938,P
14744,5-10½,163,player.php?p=rogelbi01,Billy Rogell,1925,1940,CF
14745,6-04,190,player.php?p=rogerbr01,Brian Rogers,2006,2007,P
14746,5-08½,164,player.php?p=rogerbu01,Buck Rogers,1935,1935,P
14747,6-01,172,player.php?p=rogered01,Ed Rogers,2002,2006,RF
14748,5-10,165,player.php?p=rogerem01,Emmett Rogers,1890,1890,LF
14749,6-01,200,player.php?p=rogeres01,Esmil Rogers,2009,2015,P
14750,6-01,260,player.php?p=rogerja02,Jason Rogers,2014,2016,LF
14751,5-11½,178,player.php?p=rogerja01,Jay Rogers,1914,1914,C
14752,5-07½,180,player.php?p=rogerji01,Jim Rogers,1896,1897,CF
14753,6-02,190,player.php?p=rogerji02,Jimmy Rogers,1995,1995,P
14754,6-01,205,player.php?p=rogerke01,Kenny Rogers,1989,2008,P
14755,6-02,190,player.php?p=rogerke02,Kevin Rogers,1992,1994,P
14756,5-11,170,player.php?p=rogerle01,Lee Rogers,1938,1938,P
14757,6-03,225,player.php?p=rogerma01,Mark Rogers,2010,2012,P
14758,5-08,175,player.php?p=rogerpa01,Packy Rogers,1938,1938,LF
14759,6-01,182,player.php?p=rogerst01,Steve Rogers,1973,1985,P
14760,6-03,170,player.php?p=rogerta01,Taylor Rogers,2016,2018,P
14761,6-00½,180,player.php?p=rogerto01,Tom Rogers,1917,1921,CF
14762,5-10,185,player.php?p=roggecl01,Clint Rogge,1915,1921,P
14763,6-06,195,player.php?p=roggega01,Garry Roggenburk,1963,1969,P
14764,6-00,185,player.php?p=rogodmi01,Mike Rogodzinski,1973,1975,LF
14765,6-02,205,player.php?p=rogovsa01,Saul Rogovin,1949,1957,P
14766,6-02,180,player.php?p=rohdeda01,Dave Rohde,1990,1992,1B
14767,5-09,165,player.php?p=rohege01,George Rohe,1901,1907,LF
14768,6-01,195,player.php?p=rohliry01,Ryan Rohlinger,2008,2011,2B
14769,5-07,165,player.php?p=rohnda01,Dan Rohn,1983,1986,SS
14770,6-03,170,player.php?p=rohrbi01,Billy Rohr,1967,1968,P
14771,6-05,205,player.php?p=rohrle01,Les Rohr,1967,1969,P
14772,6-00,185,player.php?p=rohrmda01,Dan Rohrmeier,1997,1997,1B
14773,5-10,155,player.php?p=rohwera01,Ray Rohwer,1921,1922,CF
14774,6-01,180,player.php?p=roigto01,Tony Roig,1953,1956,3B
14775,5-10,170,player.php?p=rojasco01,Cookie Rojas,1967,1977,P
14776,5-11,210,player.php?p=rojasme01,Mel Rojas,1990,1999,P
14777,5-11,195,player.php?p=rojasmi02,Miguel Rojas,2014,2018,LF
14778,6-01,170,player.php?p=rojasmi01,Minnie Rojas,1966,1968,P
14779,5-10,170,player.php?p=rojekst01,Stan Rojek,1942,1952,3B
14780,6-03,190,player.php?p=rolanji01,Jim Roland,1962,1972,P
14781,6-04,245,player.php?p=rolensc01,Scott Rolen,1996,2012,3B
14782,5-11½,170,player.php?p=rolfere01,Red Rolfe,1931,1942,SS
14783,6-06,240,player.php?p=rolisna01,Nate Rolison,2000,2000,1B
14784,5-10½,160,player.php?p=rollira01,Ray Rolling,1912,1912,2B
14785,5-11,167,player.php?p=rollire01,Red Rollings,1927,1930,LF
14786,6-01,210,player.php?p=rollida01,David Rollins,2015,2016,P
14787,5-07,175,player.php?p=rolliji01,Jimmy Rollins,2000,2016,2B
14788,5-10,185,player.php?p=rolliri01,Rich Rollins,1961,1970,LF
14789,Unknown,Unknown,player.php?p=rollibi01,Bill Rollinson,1884,1884,C
14790,6-02,205,player.php?p=rollsda01,Damian Rolls,2000,2004,1B
14791,6-02,220,player.php?p=romakja01,Jamie Romak,2014,2015,3B
14792,6-04,190,player.php?p=romanbi01,Bill Roman,1964,1965,1B
14793,6-00,175,player.php?p=romanjo02,Jose Roman,1984,1986,P
14794,6-04,195,player.php?p=romanro01,Ron Romanick,1984,1986,P
14795,6-00,185,player.php?p=romanja01,Jason Romano,2002,2005,3B
14796,6-04,190,player.php?p=romanji01,Jim Romano,1950,1950,P
14797,5-11,205,player.php?p=romanjo01,Johnny Romano,1958,1967,1B
14798,6-02,195,player.php?p=romanmi01,Mike Romano,1999,1999,P
14799,6-05,270,player.php?p=romansa01,Sal Romano,2017,2018,P
14800,5-10,170,player.php?p=romanto01,Tom Romano,1987,1987,LF
14801,6-00,185,player.php?p=rombedu01,Dutch Romberger,1954,1954,P
14802,6-00,200,player.php?p=romeral01,Alex Romero,2008,2009,CF
14803,5-10,170,player.php?p=romerda01,Davis Romero,2006,2006,P
14804,5-11,175,player.php?p=romered01,Ed Romero,1977,1990,CF
14805,6-03,232,player.php?p=romeren01,Enny Romero,2013,2018,P
14806,6-00,215,player.php?p=romerfe01,Fernando Romero,2018,2018,P
14807,5-11,205,player.php?p=romerj01,J.C. Romero,1999,2012,P
14808,5-11,200,player.php?p=romerma01,Mandy Romero,1997,2003,C
14809,6-01,190,player.php?p=romerni01,Niuman Romero,2009,2010,3B
14810,6-04,170,player.php?p=romerra01,Ramon Romero,1984,1985,P
14811,6-00,225,player.php?p=romerri01,Ricky Romero,2009,2013,P
14812,6-02,220,player.php?p=romerst01,Stefen Romero,2014,2016,CF
14813,6-01,200,player.php?p=rominan01,Andrew Romine,2014,2018,C
14814,6-01,220,player.php?p=rominau01,Austin Romine,2011,2018,1B
14815,5-11,185,player.php?p=rominke01,Kevin Romine,1985,1991,LF
14816,6-02,197,player.php?p=rommeed01,Eddie Rommel,1920,1932,2B
14817,5-11,185,player.php?p=romoen01,Enrique Romo,1977,1982,P
14818,5-11,185,player.php?p=romose01,Sergio Romo,2008,2018,P
14819,6-01,195,player.php?p=romovi01,Vicente Romo,1968,1982,P
14820,6-02,195,player.php?p=romonjo01,John Romonosky,1953,1959,P
14821,6-02,190,player.php?p=ronanma01,Marc Ronan,1993,1993,C
14822,5-11,175,player.php?p=rondehe01,Henri Rondeau,1913,1916,1B
14823,6-03,275,player.php?p=rondobr01,Bruce Rondon,2013,2018,P
14824,6-02,200,player.php?p=rondogi01,Gil Rondon,1976,1979,P
14825,6-03,230,player.php?p=rondohe01,Hector Rondon,2013,2018,P
14826,6-01,215,player.php?p=rondojo01,Jorge Rondon,2014,2016,P
14827,6-01,195,player.php?p=rondojo02,Jose Rondon,2016,2018,3B
14828,6-03,230,player.php?p=roneyma01,Matt Roney,2003,2006,P
14829,6-02,180,player.php?p=roofge01,Gene Roof,1981,1983,CF
14830,6-03,210,player.php?p=roofph01,Phil Roof,1961,1977,1B
14831,6-00,201,player.php?p=rookeji01,Jim Rooker,1968,1980,LF
14832,5-11,170,player.php?p=rooksge01,George Rooks,1891,1891,LF
14833,6-03,180,player.php?p=roomero01,Rolando Roomes,1988,1990,CF
14834,5-11½,170,player.php?p=roonefr01,Frank Rooney,1914,1914,1B
14835,6-01,190,player.php?p=roonepa01,Pat Rooney,1981,1981,RF
14836,5-10½,190,player.php?p=rootch01,Charlie Root,1923,1941,P
14837,6-00,175,player.php?p=roperjo01,John Roper,1993,1995,P
14838,5-10,158,player.php?p=roquejo01,Jorge Roque,1970,1973,LF
14839,6-04,189,player.php?p=roquera01,Rafael Roque,1998,2000,P
14840,6-01,185,player.php?p=rosaca01,Carlos Rosa,2008,2010,P
14841,6-00,175,player.php?p=rosadjo01,Jose Rosado,1996,2000,P
14842,6-00,180,player.php?p=rosadlu01,Luis Rosado,1977,1980,C
14843,6-02,200,player.php?p=rosalad01,Adam Rosales,2015,2017,RF
14844,6-00,205,player.php?p=rosalle01,Leo Rosales,2008,2010,P
14845,5-09,190,player.php?p=rosarbu01,Buddy Rosar,1939,1951,C
14846,5-10,190,player.php?p=rosaral01,Alberto Rosario,2016,2017,3B
14847,6-02,189,player.php?p=rosarar01,Amed Rosario,2017,2018,SS
14848,6-01,180,player.php?p=rosared01,Eddie Rosario,2015,2018,RF
14849,6-01,215,player.php?p=rosarfr01,Francisco Rosario,2006,2007,P
14850,5-10,155,player.php?p=rosarji01,Jimmy Rosario,1971,1976,RF
14851,6-00,191,player.php?p=rosarme01,Mel Rosario,1997,1997,C
14852,6-01,200,player.php?p=rosarra01,Randy Rosario,2017,2018,P
14853,6-02,165,player.php?p=rosarro01,Rodrigo Rosario,2003,2003,P
14854,6-01,210,player.php?p=rosarsa02,Sandy Rosario,2010,2013,P
14855,5-11,165,player.php?p=rosarsa01,Santiago Rosario,1965,1965,RF
14856,5-11,155,player.php?p=rosarvi01,Victor Rosario,1990,1990,2B
14857,5-11,220,player.php?p=rosarwi01,Wilin Rosario,2011,2015,3B
14858,5-11,170,player.php?p=rosebo01,Bobby Rose,1989,1992,RF
14859,6-03,215,player.php?p=rosebr01,Brian Rose,1997,2001,P
14860,5-08½,158,player.php?p=rosech01,Chuck Rose,1909,1909,P
14861,6-03,195,player.php?p=rosedo01,Don Rose,1971,1974,P
14862,6-01,185,player.php?p=rosemi01,Mike Rose,2004,2006,C
14863,5-11,200,player.php?p=rosepe01,Pete Rose,1963,1986,CF
14864,6-01,180,player.php?p=rosepe02,Pete Rose,1997,1997,1B
14865,6-00,190,player.php?p=rosebjo01,Johnny Roseboro,1957,1970,CF
14866,5-08,147,player.php?p=rosebze01,Zeke Rosebraugh,1898,1899,P
14867,5-11,185,player.php?p=roselbo01,Bob Roselli,1955,1962,C
14868,5-11,160,player.php?p=roselda01,Dave Rosello,1972,1981,3B
14869,5-07,167,player.php?p=rosemch01,Chief Roseman,1885,1890,RF
14870,5-11,180,player.php?p=rosenal01,Al Rosen,1947,1956,LF
14871,5-10,155,player.php?p=rosengo01,Goody Rosen,1937,1946,LF
14872,6-03,220,player.php?p=rosenbj01,B.J. Rosenberg,2012,2014,P
14873,5-09½,160,player.php?p=rosenha01,Harry Rosenberg,1930,1930,RF
14874,5-07,155,player.php?p=rosenlo01,Lou Rosenberg,1923,1923,2B
14875,6-00,186,player.php?p=rosenst01,Steve Rosenberg,1988,1991,P
14876,5-08,175,player.php?p=rosenma01,Max Rosenfeld,1931,1933,LF
14877,6-00½,190,player.php?p=rosenla01,Larry Rosenthal,1936,1945,1B
14878,5-09,165,player.php?p=rosensi01,Sy Rosenthal,1925,1926,RF
14879,6-02,230,player.php?p=rosentr01,Trevor Rosenthal,2012,2017,P
14880,6-05,220,player.php?p=rosenwa01,Wayne Rosenthal,1991,1992,P
14881,5-11,175,player.php?p=roserbu01,Bunny Roser,1922,1922,LF
14882,6-04,220,player.php?p=roserst01,Steve Roser,1944,1946,P
14883,6-06,265,player.php?p=rosinse01,Seth Rosin,2014,2015,P
14884,5-11,195,player.php?p=roskojo01,John Roskos,1998,2000,C
14885,6-00,165,player.php?p=rossbo01,Bob Ross,1950,1956,P
14886,6-02,170,player.php?p=rossbu02,Buck Ross,1936,1945,P
14887,6-01,195,player.php?p=rossbu01,Buster Ross,1924,1926,P
14888,6-01,195,player.php?p=rossch01,Chet Ross,1939,1944,CF
14889,6-04,195,player.php?p=rosscl01,Cliff Ross,1954,1954,P
14890,5-10,195,player.php?p=rossco01,Cody Ross,2009,2015,P
14891,6-02,230,player.php?p=rossda01,David Ross,2015,2016,P
14892,6-02,200,player.php?p=rossdo01,Don Ross,1938,1946,1B
14893,5-08,150,player.php?p=rosser01,Ernie Ross,1902,1902,P
14894,6-01,190,player.php?p=rossga01,Gary Ross,1968,1977,P
14895,5-10½,175,player.php?p=rossge01,George Ross,1918,1918,P
14896,6-04,225,player.php?p=rossjo01,Joe Ross,2015,2017,P
14897,6-00,195,player.php?p=rossma01,Mark Ross,1982,1990,P
14898,5-11,215,player.php?p=rossro01,Robbie Ross,2012,2017,P
14899,6-06,245,player.php?p=rossty01,Tyson Ross,2010,2018,P
14900,6-02,220,player.php?p=rosscza01,Zac Rosscup,2013,2018,P
14901,6-01,170,player.php?p=rossejo01,Joe Rosselli,1995,1995,P
14902,6-01,205,player.php?p=rossijo01,Joe Rossi,1952,1952,C
14903,6-00,188,player.php?p=rossmcl01,Claude Rossman,1904,1909,CF
14904,5-11,180,player.php?p=rossofr01,Frank Rosso,1944,1944,P
14905,5-10,175,player.php?p=rossyri01,Rico Rossy,1991,1998,2B
14906,5-07,160,player.php?p=rotblma01,Marv Rotblatt,1948,1951,P
14907,5-11,170,player.php?p=rhodebi01,Bill Rotes,1893,1893,P
14908,5-07½,170,player.php?p=rothbr01,Braggo Roth,1914,1921,3B
14909,5-10,160,player.php?p=rothfr01,Frank Roth,1903,1910,3B
14910,6-01,210,player.php?p=rothmi01,Michael Roth,2013,2016,P
14911,5-10½,170,player.php?p=rothebo02,Bob Rothel,1945,1945,3B
14912,5-06½,148,player.php?p=rothebo01,Bobby Rothermel,1899,1899,SS
14913,5-11½,195,player.php?p=rothfja01,Jack Rothfuss,1897,1897,1B
14914,6-00½,200,player.php?p=rothgcl01,Claude Rothgeb,1905,1905,RF
14915,5-11½,165,player.php?p=rothrja01,Jack Rothrock,1928,1937,P
14916,6-02,180,player.php?p=rothsla01,Larry Rothschild,1981,1982,P
14917,6-01,215,player.php?p=rottivi01,Vinny Rottino,2006,2012,C
14918,6-03,205,player.php?p=rounsge01,Gene Rounsaville,1970,1970,P
14919,5-11,200,player.php?p=rousemi01,Mike Rouse,2006,2007,SS
14920,5-11,170,player.php?p=roushed01,Edd Roush,1913,1931,2B
14921,6-00,175,player.php?p=routcph01,Phil Routcliffe,1890,1890,OF
14922,5-11,175,player.php?p=rowanda01,Dave Rowan,1911,1911,1B
14923,6-01,210,player.php?p=rowanja01,Jack Rowan,1906,1914,P
14924,6-01,200,player.php?p=rowanaa01,Aaron Rowand,2001,2011,RF
14925,6-02,180,player.php?p=rowdowa01,Wade Rowdon,1984,1988,2B
14926,5-09,180,player.php?p=roweda01,Dave Rowe,1877,1888,RF
14927,6-00,180,player.php?p=rowedo01,Don Rowe,1963,1963,P
14928,6-01,170,player.php?p=roweha01,Harland Rowe,1916,1916,RF
14929,5-08,170,player.php?p=roweja01,Jack Rowe,1879,1890,RF
14930,6-02,185,player.php?p=roweke01,Ken Rowe,1963,1965,P
14931,6-04½,210,player.php?p=rowesc01,Schoolboy Rowe,1933,1949,P
14932,5-11,185,player.php?p=rowelba01,Bama Rowell,1939,1948,RF
14933,6-04,200,player.php?p=rowenbe01,Ben Rowen,2014,2016,P
14934,5-06,155,player.php?p=rowened01,Ed Rowen,1882,1884,2B
14935,6-01,185,player.php?p=rowlach01,Chuck Rowland,1923,1923,C
14936,6-03,205,player.php?p=rowlami01,Mike Rowland,1980,1981,P
14937,6-01,215,player.php?p=rowlari01,Rich Rowland,1990,1995,3B
14938,6-03,250,player.php?p=rowlary01,Ryan Rowland-Smith,2007,2014,P
14939,6-02,195,player.php?p=rowlech01,Chris Rowley,2017,2018,P
14940,5-10,170,player.php?p=roxbuji01,Jim Roxburgh,1884,1887,2B
14941,5-10,190,player.php?p=roych01,Charlie Roy,1906,1906,1B
14942,5-11,180,player.php?p=royem01,Emil Roy,1933,1933,P
14943,5-10,160,player.php?p=royje01,Jean-Pierre Roy,1946,1946,P
14944,5-10½,161,player.php?p=roylu01,Luther Roy,1924,1929,P
14945,6-00,200,player.php?p=royno01,Normie Roy,1950,1950,P
14946,6-03,195,player.php?p=royerst01,Stan Royer,1991,1994,1B
14947,6-00,165,player.php?p=roystje01,Jerry Royster,1973,1988,RF
14948,5-11,180,player.php?p=roystwi01,Willie Royster,1981,1981,C
14949,6-00½,190,player.php?p=rozekdi01,Dick Rozek,1950,1954,P
14950,6-04,200,player.php?p=rozemda01,Dave Rozema,1977,1986,P
14951,6-01,180,player.php?p=roznovi01,Vic Roznovsky,1964,1969,C
14952,6-02,205,player.php?p=ruary01,Ryan Rua,2014,2018,3B
14953,6-00,195,player.php?p=ruanwi01,Wilkin Ruan,2002,2003,CF
14954,6-00,185,player.php?p=rubelal01,Al Rubeling,1940,1944,LF
14955,5-11,175,player.php?p=ruberso01,Sonny Ruberto,1969,1972,C
14956,6-03,200,player.php?p=rubiojo01,Jorge Rubio,1966,1967,P
14957,5-10½,168,player.php?p=rublear01,Art Ruble,1927,1934,CF
14958,6-02,190,player.php?p=rucindr01,Drew Rucinski,2014,2018,P
14959,6-01,190,player.php?p=ruckeda01,Dave Rucker,1981,1988,P
14960,6-02,175,player.php?p=ruckejo01,Johnny Rucker,1940,1946,CF
14961,5-11,190,player.php?p=ruckena01,Nap Rucker,1907,1916,P
14962,5-08,170,player.php?p=ruddejo01,John Rudderham,1884,1884,LF
14963,6-02,200,player.php?p=rudijo01,Joe Rudi,1967,1982,3B
14964,5-09½,160,player.php?p=rudoldi01,Dick Rudolph,1910,1927,P
14965,5-11,195,player.php?p=rudoldo01,Don Rudolph,1957,1964,P
14966,5-10,160,player.php?p=rudoldu01,Dutch Rudolph,1903,1904,RF
14967,5-08,165,player.php?p=rudoler01,Ernie Rudolph,1945,1945,P
14968,6-01,185,player.php?p=rudolke01,Ken Rudolph,1969,1977,LF
14969,6-02,180,player.php?p=ruebema01,Matt Ruebel,1996,1998,P
14970,5-09,150,player.php?p=ruelmu01,Muddy Ruel,1915,1934,1B
14971,6-03,195,player.php?p=rueteki01,Kirk Rueter,1993,2005,P
14972,6-01½,180,player.php?p=ruethdu01,Dutch Ruether,1917,1927,1B
14973,6-03,250,player.php?p=rufda01,Darin Ruf,2012,2016,3B
14974,6-00½,165,player.php?p=ruferru01,Rudy Rufer,1949,1950,SS
14975,6-04,210,player.php?p=ruffcsc01,Scott Ruffcorn,1993,1997,P
14976,6-02,209,player.php?p=ruffibr01,Bruce Ruffin,1986,1997,P
14977,6-00,210,player.php?p=ruffich01,Chance Ruffin,2011,2013,P
14978,6-03,172,player.php?p=ruffijo01,Johnny Ruffin,1993,2001,P
14979,6-02,205,player.php?p=ruffire01,Red Ruffing,1924,1947,RF
14980,6-01,210,player.php?p=ruggiju01,Justin Ruggiano,2007,2017,RF
14981,6-01,187,player.php?p=ruhleve01,Vern Ruhle,1974,1986,P
14982,5-10,215,player.php?p=ruizca01,Carlos Ruiz,2017,2017,1B
14983,6-00,173,player.php?p=ruizch01,Chico Ruiz,1964,1971,C
14984,5-11½,170,player.php?p=ruizch02,Chico Ruiz,1978,1980,SS
14985,6-01,190,player.php?p=ruizjo01,Jose Ruiz,2017,2017,P
14986,6-03,235,player.php?p=ruizra01,Randy Ruiz,2008,2010,1B
14987,6-01,230,player.php?p=ruizri01,Rio Ruiz,2016,2017,1B
14988,5-11,168,player.php?p=rullojo01,Joe Rullo,1943,1944,1B
14989,6-00,190,player.php?p=rumbeni01,Nick Rumbelow,2015,2018,P
14990,6-01,190,player.php?p=rumlewi01,William Rumler,1914,1917,LF
14991,6-05,210,player.php?p=rundlri01,Rich Rundles,2008,2009,P
14992,6-00,175,player.php?p=rungepa01,Paul Runge,1981,1988,SS
14993,6-00,175,player.php?p=runneto01,Tom Runnells,1985,1986,3B
14994,6-00,170,player.php?p=runnepe01,Pete Runnels,1951,1964,LF
14995,6-03,210,player.php?p=runyase01,Sean Runyan,1998,2000,P
14996,6-04,210,player.php?p=runzlda01,Dan Runzler,2009,2017,P
14997,6-02,200,player.php?p=rupejo01,Josh Rupe,2005,2011,P
14998,6-05,230,player.php?p=rupery01,Ryan Rupe,1999,2003,P
14999,6-02,260,player.php?p=ruppca01,Cameron Rupp,2013,2017,C
15000,6-02,170,player.php?p=ruschgl01,Glendon Rusch,1997,2009,P
15001,6-03,180,player.php?p=rushan01,Andy Rush,1925,1925,P
15002,6-04,205,player.php?p=rushbo01,Bob Rush,1948,1960,P
15003,6-01,190,player.php?p=rushfji01,Jim Rushford,2002,2002,LF
15004,6-01,200,player.php?p=rusieam01,Amos Rusie,1889,1901,CF
15005,6-02,195,player.php?p=rusinch01,Chris Rusin,2012,2018,P
15006,6-02,185,player.php?p=ruskisc01,Scott Ruskin,1990,1993,P
15007,Unknown,Unknown,player.php?p=russjo01,John Russ,1882,1882,CF
15008,6-08,250,player.php?p=russead01,Adam Russell,2008,2011,P
15009,6-00,200,player.php?p=russead02,Addison Russell,2015,2018,2B
15010,5-11,165,player.php?p=russeal01,Allen Russell,1915,1925,P
15011,6-00,175,player.php?p=russebi01,Bill Russell,1969,1986,3B
15012,5-09½,163,player.php?p=russeha01,Harvey Russell,1914,1915,OF
15013,6-01½,178,player.php?p=russeja01,Jack Russell,1926,1940,P
15014,6-04,205,player.php?p=russeja02,James Russell,2010,2016,P
15015,6-03,210,player.php?p=russeje01,Jeff Russell,1983,1996,P
15016,6-01,181,player.php?p=russeji01,Jim Russell,1942,1951,1B
15017,6-02,195,player.php?p=russejo01,John Russell,1917,1922,P
15018,6-00,200,player.php?p=russejo02,John Russell,1989,1993,P
15019,6-01,165,player.php?p=russele01,Lefty Russell,1910,1912,P
15020,5-11,166,player.php?p=russell01,Lloyd Russell,1938,1938,P
15021,Unknown,Unknown,player.php?p=russepa01,Paul Russell,1894,1894,2B
